65,12219171,110,0
73,12219359,94,282
68,12219484,94,219
65,12219671,94,281
78,12219812,94,235
65,12220375,125,12220500
82,12220625,78,328
83,12220859,78,312
69,12221046,63,250
78,12221171,94,219
65,12221312,94,235
76,12221484,94,266
49,12221609,78,203
57,12221765,78,234
57,12221921,79,79
55,12222062,78,219
