82,444307734,78,0
79,444307796,141,203
66,444307875,93,172
80,444308109,94,219
65,444308203,93,187
83,444308281,62,140
83,444308421,63,63
87,444308546,63,188
79,444308687,78,219
82,444308734,31,78
68,444308890,63,219
